,index,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
8088,8572,California,13265.51039,No,Basic,Bachelor,2011-01-09,Employed,F,99617.0,Rural,Married,109,1,62,0,2,Personal Auto,Personal L2,Offer3,Agent,74.934678,SUV,Medsize
8089,8573,California,5246.278375,Yes,Basic,Bachelor,2011-01-21,Employed,F,28909.0,Suburban,Married,66,15,66,0,8,Personal Auto,Personal L2,Offer1,Agent,456.702735,Two-Door Car,Medsize
8090,8574,California,4556.068318,No,Basic,Bachelor,2011-02-14,Medical Leave,M,25617.0,Suburban,Divorced,63,22,3,0,3,Personal Auto,Personal L3,Offer2,Call Center,302.4,Two-Door Car,Medsize
8091,8575,California,2751.250209,No,Basic,High School or Below,2011-02-20,Employed,M,86788.0,Suburban,Single,70,32,68,0,1,Personal Auto,Personal L3,Offer2,Agent,336.0,Four-Door Car,Medsize
8092,8576,California,2914.09461,No,Extended,High School or Below,2011-01-25,Disabled,M,28523.0,Suburban,Married,77,15,12,0,1,Corporate Auto,Corporate L1,Offer3,Agent,369.6,Four-Door Car,Large
8093,8577,California,5824.767025,No,Basic,Bachelor,2011-02-20,Employed,F,38492.0,Urban,Married,72,27,34,0,3,Personal Auto,Personal L3,Offer2,Branch,207.901654,Four-Door Car,Medsize
8094,8578,California,5755.18214,No,Basic,High School or Below,2011-01-26,Employed,F,97657.0,Rural,Married,71,2,19,0,8,Personal Auto,Personal L2,Offer2,Branch,107.325235,Two-Door Car,Medsize
8095,8579,California,2424.690776,No,Basic,Master,2011-01-29,Employed,M,49008.0,Suburban,Married,61,11,74,1,1,Personal Auto,Personal L1,Offer1,Branch,292.8,Four-Door Car,Medsize
8096,8580,California,5138.244998,No,Basic,Bachelor,2011-01-08,Employed,F,72264.0,Urban,Married,64,2,66,0,9,Corporate Auto,Corporate L3,Offer3,Web,272.649844,Four-Door Car,Medsize
8097,8581,California,6047.02516,Yes,Extended,College,2011-02-19,Employed,M,20396.0,Suburban,Married,76,15,60,1,4,Corporate Auto,Corporate L2,Offer1,Branch,364.8,Four-Door Car,Medsize
8098,8582,California,6106.468745,No,Premium,High School or Below,2011-01-04,Employed,F,60234.0,Rural,Married,152,14,98,0,1,Personal Auto,Personal L2,Offer3,Web,136.217066,SUV,Medsize
8099,8583,California,3329.887725,No,Extended,Bachelor,2011-02-17,Employed,M,75556.0,Suburban,Married,84,24,78,0,1,Corporate Auto,Corporate L3,Offer2,Agent,498.927007,Four-Door Car,Small
8100,8585,California,5095.365993,No,Basic,Bachelor,2011-01-27,Employed,F,69461.0,Rural,Single,64,7,61,0,6,Personal Auto,Personal L2,Offer3,Branch,101.417253,Two-Door Car,Large
8101,8586,California,4471.747876,No,Basic,High School or Below,2011-02-26,Unemployed,M,0.0,Suburban,Single,68,35,98,2,9,Personal Auto,Personal L3,Offer1,Branch,489.6,Four-Door Car,Medsize
8102,8587,California,8773.507548,No,Extended,High School or Below,2011-02-06,Unemployed,M,0.0,Suburban,Single,87,24,53,0,2,Personal Auto,Personal L3,Offer4,Branch,626.4,Four-Door Car,Medsize
8103,8588,California,10351.37265,No,Extended,College,2011-01-07,Employed,F,73895.0,Suburban,Married,129,2,31,0,7,Corporate Auto,Corporate L1,Offer4,Branch,825.416826,SUV,Medsize
8104,8589,California,10408.96865,Yes,Basic,High School or Below,2011-02-18,Retired,M,20228.0,Suburban,Divorced,101,3,43,1,2,Personal Auto,Personal L3,Offer1,Branch,523.815839,SUV,Medsize
8105,8590,California,8201.330033,No,Basic,Master,2011-02-12,Employed,F,81785.0,Suburban,Divorced,67,12,44,0,2,Personal Auto,Personal L2,Offer1,Agent,321.6,Four-Door Car,Large
8106,8591,California,2248.449633,Yes,Basic,Bachelor,2011-01-29,Retired,F,24910.0,Suburban,Single,63,7,63,1,1,Personal Auto,Personal L1,Offer1,Branch,347.857619,Four-Door Car,Medsize
8107,8592,California,5205.024842,No,Basic,Bachelor,2011-01-14,Employed,M,32946.0,Suburban,Married,66,13,7,0,6,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Two-Door Car,Small
8108,8593,California,15306.13396,No,Basic,High School or Below,2011-02-06,Employed,F,83868.0,Rural,Married,189,30,91,0,7,Corporate Auto,Corporate L2,Offer1,Agent,134.836237,Luxury Car,Medsize
8109,8594,California,8002.308333,Yes,Basic,College,2011-01-11,Unemployed,F,0.0,Suburban,Married,107,3,65,0,3,Personal Auto,Personal L2,Offer1,Agent,513.6,SUV,Medsize
8110,8595,California,4553.185557,No,Extended,High School or Below,2011-02-10,Unemployed,M,0.0,Suburban,Married,124,1,43,0,1,Corporate Auto,Corporate L3,Offer1,Branch,714.494746,SUV,Medsize
8111,8596,California,5354.365535,No,Basic,High School or Below,2011-02-16,Disabled,F,17099.0,Suburban,Married,69,13,28,0,9,Personal Auto,Personal L2,Offer1,Web,331.2,Four-Door Car,Small
8112,8598,California,3112.049841,No,Extended,College,2011-02-24,Employed,M,33046.0,Rural,Married,79,14,26,0,1,Personal Auto,Personal L3,Offer4,Branch,181.538354,Four-Door Car,Medsize
8113,8599,California,4386.277558,Yes,Basic,College,2011-02-11,Retired,M,10621.0,Suburban,Single,67,28,22,0,5,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize
8114,8600,California,4865.848218,No,Basic,Bachelor,2011-02-19,Employed,M,21498.0,Suburban,Married,63,23,72,0,9,Corporate Auto,Corporate L1,Offer2,Agent,302.4,Four-Door Car,Medsize
8115,8601,California,6993.380588,No,Basic,Bachelor,2011-02-21,Unemployed,M,0.0,Suburban,Single,66,7,59,0,2,Personal Auto,Personal L3,Offer1,Agent,439.701118,Four-Door Car,Medsize
8116,8602,California,5860.48309,No,Basic,Bachelor,2011-02-25,Employed,F,36889.0,Urban,Married,74,24,82,1,3,Personal Auto,Personal L2,Offer1,Agent,192.186026,Four-Door Car,Medsize
8117,8603,California,9115.57169,No,Basic,Bachelor,2011-02-15,Employed,F,69588.0,Rural,Married,114,19,45,0,6,Personal Auto,Personal L1,Offer1,Branch,173.080024,SUV,Medsize
8118,8604,California,5300.686394,No,Basic,Master,2011-02-16,Disabled,M,26585.0,Urban,Married,69,26,23,0,4,Corporate Auto,Corporate L3,Offer1,Call Center,308.651195,Four-Door Car,Large
8119,8605,California,3630.269217,No,Basic,Bachelor,2011-02-16,Unemployed,F,0.0,Suburban,Single,101,34,53,0,1,Corporate Auto,Corporate L2,Offer2,Web,727.2,SUV,Small
8120,8606,California,8819.018934,Yes,Basic,High School or Below,2011-01-10,Employed,M,99845.0,Suburban,Married,110,23,25,1,8,Personal Auto,Personal L2,Offer2,Branch,528.0,SUV,Medsize
8121,8607,California,5389.499465,Yes,Extended,College,2011-01-07,Employed,M,66429.0,Rural,Married,136,35,93,0,1,Corporate Auto,Corporate L3,Offer2,Agent,57.712985,Sports Car,Medsize
8122,8608,California,3123.080994,Yes,Basic,Bachelor,2011-02-19,Unemployed,M,0.0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L2,Offer1,Agent,960.115399,SUV,Large
8123,8609,California,2435.321545,No,Basic,College,2011-02-17,Employed,F,43721.0,Suburban,Married,61,5,84,0,1,Personal Auto,Personal L2,Offer2,Branch,292.8,Four-Door Car,Small
8124,8610,California,8754.233404,No,Basic,High School or Below,2011-02-06,Employed,M,51209.0,Rural,Married,109,35,3,0,6,Personal Auto,Personal L3,Offer1,Call Center,39.49793,SUV,Medsize
8125,8611,California,2628.563096,No,Basic,College,2011-01-21,Employed,F,84498.0,Urban,Married,65,18,83,0,1,Personal Auto,Personal L3,Offer2,Branch,255.210049,Four-Door Car,Medsize
8126,8612,California,6669.184698,No,Basic,High School or Below,2011-01-17,Unemployed,M,0.0,Suburban,Married,65,30,5,1,2,Corporate Auto,Corporate L1,Offer3,Agent,312.0,Four-Door Car,Medsize
8127,8613,California,6765.800532,No,Extended,College,2011-02-24,Employed,M,59034.0,Urban,Married,85,0,85,0,3,Personal Auto,Personal L3,Offer1,Agent,378.75258,Four-Door Car,Medsize
8128,8614,California,10013.77995,No,Extended,Bachelor,2011-02-08,Unemployed,F,0.0,Suburban,Married,135,26,38,0,3,Personal Auto,Personal L2,Offer2,Branch,773.690268,Sports Car,Medsize
8129,8615,California,11288.17204,No,Basic,College,2011-01-31,Employed,F,96399.0,Urban,Married,70,1,28,0,2,Personal Auto,Personal L1,Offer2,Agent,307.89535,Four-Door Car,Medsize
8130,8616,California,4686.469674,Yes,Basic,College,2011-02-12,Employed,M,58089.0,Suburban,Married,118,31,83,0,1,Corporate Auto,Corporate L3,Offer1,Agent,566.4,SUV,Medsize
8131,8617,California,7131.731291,No,Basic,High School or Below,2011-01-10,Unemployed,M,0.0,Suburban,Single,103,29,58,0,3,Corporate Auto,Corporate L2,Offer3,Call Center,741.6,Sports Car,Small
8132,8618,California,9051.712161,No,Premium,Master,2011-01-12,Employed,M,60964.0,Urban,Married,113,21,16,0,4,Personal Auto,Personal L2,Offer3,Agent,327.723713,Four-Door Car,Medsize
8133,8619,California,5306.162741,No,Basic,College,2011-02-24,Employed,M,42871.0,Suburban,Married,67,2,13,0,6,Corporate Auto,Corporate L3,Offer3,Web,321.6,Four-Door Car,Small
8134,8620,California,5133.635886,No,Basic,College,2011-02-27,Employed,M,38795.0,Rural,Married,65,23,64,0,3,Personal Auto,Personal L2,Offer2,Agent,98.354737,Four-Door Car,Medsize
8135,8621,California,11124.60499,No,Premium,Bachelor,2011-01-19,Unemployed,M,0.0,Suburban,Single,112,25,69,0,2,Personal Auto,Personal L2,Offer3,Agent,806.4,Two-Door Car,Small
8136,8622,California,7285.103913,No,Extended,Master,2011-01-09,Employed,M,57134.0,Suburban,Married,91,6,6,1,8,Personal Auto,Personal L3,Offer1,Branch,436.8,Two-Door Car,Medsize
8137,8623,California,14627.92807,No,Extended,College,2011-02-19,Employed,F,40711.0,Suburban,Married,121,12,38,0,2,Personal Auto,Personal L3,Offer3,Web,580.8,SUV,Medsize
8138,8624,California,17086.75371,No,Basic,College,2011-02-09,Employed,M,26334.0,Suburban,Married,63,3,73,2,2,Corporate Auto,Corporate L1,Offer2,Branch,453.6,Two-Door Car,Small
8139,8625,California,4298.378567,No,Basic,Bachelor,2011-02-17,Employed,F,31414.0,Suburban,Married,116,0,68,4,1,Personal Auto,Personal L3,Offer1,Call Center,556.8,SUV,Medsize
8140,8626,California,5018.894421,No,Basic,Doctor,2011-02-06,Employed,F,74423.0,Rural,Married,62,31,10,0,5,Personal Auto,Personal L2,Offer2,Agent,50.800186,Four-Door Car,Medsize
8141,8627,California,7200.664877,Yes,Basic,College,2011-01-26,Unemployed,F,0.0,Suburban,Married,66,16,77,0,2,Personal Auto,Personal L1,Offer2,Agent,316.8,Four-Door Car,Medsize
8142,8628,California,9591.028253,No,Extended,Bachelor,2011-01-03,Unemployed,F,0.0,Rural,Married,128,23,27,0,6,Corporate Auto,Corporate L3,Offer1,Call Center,150.952506,SUV,Medsize
8143,8629,California,3240.667531,No,Extended,High School or Below,2011-02-21,Employed,F,30646.0,Rural,Married,81,26,26,0,1,Corporate Auto,Corporate L2,Offer1,Agent,128.57791,Four-Door Car,Medsize
8144,8630,California,8906.50609,No,Basic,High School or Below,2011-02-02,Unemployed,F,0.0,Suburban,Single,118,28,33,0,3,Personal Auto,Personal L2,Offer2,Agent,566.4,SUV,Medsize
8145,8631,California,2499.036551,No,Basic,Master,2011-01-27,Employed,F,28264.0,Suburban,Divorced,63,22,9,0,1,Corporate Auto,Corporate L3,Offer2,Agent,364.622773,Two-Door Car,Small
8146,8632,California,8167.992322,No,Premium,High School or Below,2011-02-23,Unemployed,F,0.0,Suburban,Single,117,5,27,0,6,Personal Auto,Personal L2,Offer1,Call Center,842.4,Two-Door Car,Medsize
8147,8633,California,5811.61185,No,Extended,College,2011-01-24,Unemployed,F,0.0,Urban,Married,79,10,22,0,8,Personal Auto,Personal L2,Offer3,Agent,304.550129,Four-Door Car,Medsize
8148,8634,California,18732.2012,No,Basic,College,2011-02-22,Employed,F,70187.0,Suburban,Married,117,4,61,0,2,Personal Auto,Personal L3,Offer3,Call Center,632.16097,Sports Car,Medsize
8149,8635,California,5260.623466,No,Basic,Bachelor,2011-01-01,Employed,F,31006.0,Suburban,Divorced,67,20,16,0,4,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Medsize
8150,8636,California,8869.631143,No,Basic,High School or Below,2011-01-19,Unemployed,F,0.0,Suburban,Married,119,12,57,0,4,Corporate Auto,Corporate L1,Offer1,Agent,571.2,SUV,Medsize
8151,8637,California,2878.846941,No,Extended,High School or Below,2011-02-23,Unemployed,M,0.0,Suburban,Single,85,33,69,0,1,Personal Auto,Personal L3,Offer3,Call Center,612.0,Four-Door Car,Large
8152,8638,California,2810.957053,No,Basic,High School or Below,2011-02-11,Employed,M,20371.0,Suburban,Married,71,19,14,1,1,Personal Auto,Personal L2,Offer4,Call Center,340.8,Four-Door Car,Medsize
8153,8639,California,2701.039719,No,Basic,College,2011-02-19,Employed,F,39141.0,Suburban,Married,68,22,7,0,1,Personal Auto,Personal L1,Offer2,Branch,402.456296,Four-Door Car,Small
8154,8640,California,2449.580048,No,Basic,High School or Below,2011-01-23,Unemployed,M,0.0,Suburban,Single,69,20,44,0,1,Corporate Auto,Corporate L3,Offer3,Branch,496.8,Four-Door Car,Large
8155,8641,California,9445.925985,No,Extended,College,2011-01-10,Employed,M,76837.0,Rural,Divorced,78,2,12,0,2,Corporate Auto,Corporate L2,Offer4,Call Center,23.788022,Four-Door Car,Small
8156,8642,California,4414.577688,No,Basic,High School or Below,2011-01-09,Unemployed,F,0.0,Suburban,Single,61,23,46,0,7,Personal Auto,Personal L2,Offer3,Agent,643.877067,Four-Door Car,Medsize
8157,8644,California,3600.934326,Yes,Basic,High School or Below,2011-02-25,Retired,F,25147.0,Suburban,Single,101,7,54,0,1,Personal Auto,Personal L2,Offer1,Agent,694.598288,SUV,Medsize
8158,8645,California,7452.939191,No,Basic,Bachelor,2011-01-04,Unemployed,F,0.0,Suburban,Single,106,5,32,0,4,Personal Auto,Personal L2,Offer1,Web,763.2,SUV,Medsize
8159,8646,California,12723.15311,No,Basic,Master,2011-01-20,Employed,M,34665.0,Suburban,Married,64,29,58,0,2,Personal Auto,Personal L3,Offer2,Branch,450.85948,Two-Door Car,Small
8160,8647,California,4312.642503,No,Basic,Master,2011-01-03,Disabled,F,25404.0,Suburban,Divorced,112,16,4,0,1,Personal Auto,Personal L3,Offer1,Branch,578.175234,SUV,Medsize
8161,8648,California,12148.94098,No,Basic,High School or Below,2011-01-05,Employed,F,37025.0,Urban,Married,101,15,36,0,2,Corporate Auto,Corporate L1,Offer3,Branch,427.243803,SUV,Medsize
8162,8649,California,3549.747466,No,Basic,Bachelor,2011-01-19,Unemployed,M,0.0,Suburban,Married,100,27,32,1,1,Personal Auto,Personal L3,Offer2,Agent,480.0,SUV,Medsize
8163,8650,California,6153.394838,No,Premium,High School or Below,2011-01-19,Disabled,F,23939.0,Suburban,Married,160,33,78,1,1,Personal Auto,Personal L2,Offer1,Call Center,768.0,SUV,Medsize
8164,8651,California,6272.416823,No,Extended,College,2011-02-04,Employed,M,76673.0,Rural,Divorced,80,2,59,1,4,Personal Auto,Personal L1,Offer1,Branch,56.082107,Four-Door Car,Medsize
8165,8652,California,2851.161121,No,Basic,High School or Below,2011-02-10,Employed,F,55274.0,Suburban,Married,71,14,35,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,484.728153,Two-Door Car,Medsize
8166,8653,California,6781.125672,No,Extended,College,2011-01-20,Employed,F,30324.0,Rural,Divorced,86,15,67,0,8,Corporate Auto,Corporate L2,Offer1,Call Center,143.943749,Four-Door Car,Medsize
8167,8654,California,4985.239225,No,Basic,College,2011-01-10,Employed,F,31702.0,Suburban,Married,63,13,3,1,7,Personal Auto,Personal L2,Offer1,Web,302.4,Four-Door Car,Medsize
8168,8655,California,6725.043747,No,Extended,College,2011-02-21,Unemployed,F,0.0,Suburban,Single,95,15,8,0,5,Corporate Auto,Corporate L3,Offer1,Agent,684.0,Four-Door Car,Medsize
8169,8657,California,5838.89915,Yes,Basic,High School or Below,2011-01-06,Employed,M,81082.0,Urban,Married,73,5,85,0,4,Personal Auto,Personal L2,Offer2,Agent,281.295903,Four-Door Car,Large
8170,8658,California,12206.89208,No,Premium,College,2011-01-09,Disabled,F,17705.0,Suburban,Married,108,7,19,1,2,Personal Auto,Personal L3,Offer2,Agent,668.73901,Two-Door Car,Medsize
8171,8659,California,14196.96535,No,Basic,High School or Below,2011-01-06,Employed,F,77738.0,Urban,Married,118,18,47,0,2,Personal Auto,Personal L3,Offer2,Call Center,463.457352,SUV,Small
8172,8660,California,2670.797821,No,Basic,Bachelor,2011-02-22,Unemployed,F,0.0,Suburban,Single,72,18,41,0,1,Corporate Auto,Corporate L1,Offer1,Web,366.277224,Four-Door Car,Medsize
8173,8661,California,8033.910862,No,Basic,College,2011-01-30,Employed,F,70311.0,Suburban,Married,66,18,15,0,2,Personal Auto,Personal L3,Offer1,Branch,341.395103,Two-Door Car,Medsize
8174,8664,California,10453.2558,No,Extended,Bachelor,2011-01-22,Employed,F,73604.0,Urban,Divorced,88,12,75,0,2,Corporate Auto,Corporate L3,Offer2,Agent,398.19284,Two-Door Car,Medsize
8175,8665,California,5406.694854,No,Basic,College,2011-01-14,Medical Leave,M,21855.0,Suburban,Married,74,21,49,1,6,Corporate Auto,Corporate L2,Offer1,Web,355.2,Four-Door Car,Medsize
8176,8666,California,2671.166649,No,Basic,Master,2011-01-26,Medical Leave,F,23305.0,Rural,Married,68,25,26,0,1,Personal Auto,Personal L2,Offer2,Branch,127.157137,Four-Door Car,Medsize
8177,8667,California,3531.348165,No,Extended,High School or Below,2011-02-11,Unemployed,M,0.0,Suburban,Single,98,23,46,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,958.502743,Two-Door Car,Small
8178,8668,California,4835.569505,No,Basic,High School or Below,2011-01-05,Unemployed,M,0.0,Suburban,Single,71,11,71,0,6,Personal Auto,Personal L2,Offer3,Agent,511.2,Four-Door Car,Medsize
8179,8669,California,13422.06378,No,Basic,College,2011-02-05,Employed,F,65024.0,Urban,Married,67,17,15,0,2,Personal Auto,Personal L2,Offer2,Call Center,189.869329,Four-Door Car,Medsize
8180,8670,California,2424.224662,No,Basic,Bachelor,2011-01-13,Disabled,F,22590.0,Rural,Single,67,7,61,0,1,Personal Auto,Personal L3,Offer1,Call Center,85.68352,Two-Door Car,Medsize
8181,8671,California,2983.110414,No,Extended,College,2011-01-16,Unemployed,M,0.0,Suburban,Single,91,3,57,0,1,Personal Auto,Personal L3,Offer4,Call Center,436.8,Four-Door Car,Small
8182,8672,California,14723.40712,No,Extended,Master,2011-01-13,Employed,F,38401.0,Suburban,Married,92,17,62,0,2,Corporate Auto,Corporate L1,Offer1,Agent,441.6,Four-Door Car,Medsize
8183,8673,California,8438.463783,No,Basic,College,2011-01-17,Disabled,M,25539.0,Suburban,Married,112,15,63,0,3,Personal Auto,Personal L3,Offer1,Web,585.069825,SUV,Small
8184,8674,California,14435.67365,Yes,Premium,Master,2011-01-26,Employed,M,60880.0,Rural,Married,119,25,89,0,2,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medsize
8185,8675,California,2690.069754,No,Basic,Bachelor,2011-02-07,Employed,M,87313.0,Suburban,Divorced,67,4,5,0,1,Personal Auto,Personal L1,Offer2,Agent,321.6,Four-Door Car,Small
8186,8676,California,7948.544751,No,Basic,College,2011-02-15,Employed,M,23916.0,Suburban,Married,68,33,86,0,2,Corporate Auto,Corporate L3,Offer4,Call Center,481.113765,Two-Door Car,Medsize
8187,8677,California,11378.88711,No,Extended,Bachelor,2011-01-07,Employed,F,34854.0,Suburban,Married,95,35,50,0,2,Corporate Auto,Corporate L2,Offer2,Call Center,456.0,Four-Door Car,Medsize
8188,8678,California,5219.754045,No,Basic,College,2011-02-23,Employed,F,48203.0,Suburban,Divorced,66,20,47,0,6,Personal Auto,Personal L2,Offer4,Call Center,413.238845,Four-Door Car,Medsize
8189,8679,California,9486.037005,No,Extended,High School or Below,2011-02-28,Medical Leave,M,25322.0,Suburban,Divorced,126,23,52,0,3,Corporate Auto,Corporate L3,Offer3,Call Center,886.033554,Sports Car,Medsize
8190,8680,California,4762.557323,No,Basic,Bachelor,2011-02-04,Medical Leave,F,16656.0,Suburban,Married,63,11,53,1,9,Personal Auto,Personal L2,Offer1,Branch,302.4,Two-Door Car,Medsize
8191,8681,California,4975.171042,No,Extended,Master,2011-01-30,Employed,F,44723.0,Urban,Married,124,26,3,0,1,Personal Auto,Personal L2,Offer1,Call Center,341.088276,SUV,Medsize
8192,8682,California,4422.615495,No,Basic,High School or Below,2011-01-30,Employed,M,35979.0,Suburban,Single,116,34,28,2,1,Personal Auto,Personal L3,Offer3,Call Center,556.8,Sports Car,Small
8193,8683,California,4849.697945,No,Basic,College,2011-01-27,Employed,F,36413.0,Rural,Married,61,21,76,0,3,Personal Auto,Personal L3,Offer1,Branch,153.013115,Four-Door Car,Medsize
8194,8685,California,8518.549119,No,Basic,Doctor,2011-01-27,Unemployed,F,0.0,Suburban,Married,112,19,86,1,8,Personal Auto,Personal L3,Offer2,Branch,537.6,Sports Car,Medsize
8195,8686,California,5194.654884,No,Basic,College,2011-01-01,Employed,M,51883.0,Suburban,Married,66,8,99,0,9,Personal Auto,Personal L2,Offer2,Call Center,623.751121,Two-Door Car,Small
8196,8688,California,2538.62632,Yes,Basic,Bachelor,2011-02-17,Retired,M,18608.0,Suburban,Divorced,71,13,24,0,1,Corporate Auto,Corporate L3,Offer2,Web,340.8,Four-Door Car,Medsize
8197,8689,California,14070.63897,No,Extended,College,2011-01-16,Unemployed,F,0.0,Suburban,Single,127,0,71,0,2,Corporate Auto,Corporate L2,Offer1,Web,677.868206,SUV,Medsize
8198,8690,California,2748.933734,No,Basic,High School or Below,2011-02-03,Employed,M,55964.0,Suburban,Divorced,69,20,0,0,1,Personal Auto,Personal L2,Offer2,Branch,496.8,Four-Door Car,Medsize
8199,8691,California,6006.211611,No,Basic,High School or Below,2011-02-10,Employed,M,85510.0,Suburban,Married,74,19,68,0,4,Corporate Auto,Corporate L3,Offer1,Agent,355.2,Four-Door Car,Small
8200,8692,California,3286.440915,No,Extended,High School or Below,2011-02-28,Employed,M,30706.0,Urban,Married,84,6,34,0,1,Personal Auto,Personal L2,Offer2,Agent,225.654806,Four-Door Car,Medsize
8201,8693,California,2648.350463,No,Basic,High School or Below,2011-01-16,Medical Leave,F,29587.0,Suburban,Married,69,8,68,0,1,Personal Auto,Personal L2,Offer4,Web,331.2,Two-Door Car,Small
8202,8695,California,7194.233091,No,Basic,Bachelor,2011-01-25,Unemployed,M,0.0,Suburban,Single,71,22,0,0,2,Personal Auto,Personal L3,Offer1,Branch,599.375099,Four-Door Car,Medsize
8203,8696,California,11435.23124,No,Basic,College,2011-01-25,Disabled,F,12470.0,Suburban,Married,103,30,52,1,2,Corporate Auto,Corporate L1,Offer1,Agent,618.688651,SUV,Medsize
8204,8697,California,4064.107529,No,Basic,Master,2011-01-25,Unemployed,M,0.0,Suburban,Married,107,31,41,0,1,Personal Auto,Personal L3,Offer4,Branch,513.6,Sports Car,Medsize
8205,8698,California,5893.368906,No,Basic,Bachelor,2011-01-22,Employed,F,86498.0,Rural,Married,74,13,13,1,5,Personal Auto,Personal L2,Offer3,Agent,8.529778,Two-Door Car,Medsize
8206,8699,California,8256.2978,Yes,Basic,Bachelor,2011-01-25,Employed,F,62902.0,Rural,Married,69,14,94,0,2,Personal Auto,Personal L1,Offer2,Web,159.383042,Two-Door Car,Medsize
8207,8700,California,8061.198798,No,Basic,College,2011-02-11,Employed,M,57293.0,Urban,Married,102,19,87,0,7,Corporate Auto,Corporate L3,Offer1,Agent,347.996042,Sports Car,Medsize
8208,8701,California,9333.076001,No,Extended,High School or Below,2011-01-28,Unemployed,F,0.0,Suburban,Single,129,33,14,0,3,Corporate Auto,Corporate L2,Offer1,Agent,928.8,Sports Car,Medsize
8209,8704,California,2460.167359,No,Basic,College,2011-02-21,Employed,F,69241.0,Rural,Married,61,14,84,0,1,Personal Auto,Personal L2,Offer3,Web,47.95916,Four-Door Car,Small
8210,8705,California,4929.549699,Yes,Basic,Bachelor,2011-01-26,Employed,M,25632.0,Suburban,Married,63,27,52,0,7,Personal Auto,Personal L2,Offer2,Call Center,351.270869,Two-Door Car,Medsize
8211,8706,California,2866.824929,No,Basic,High School or Below,2011-02-13,Employed,F,87428.0,Urban,Divorced,72,27,42,0,1,Personal Auto,Personal L3,Offer2,Agent,224.483337,Four-Door Car,Medsize
8212,8707,California,8429.491575,No,Basic,Master,2011-02-01,Employed,M,98796.0,Suburban,Married,104,22,32,0,3,Personal Auto,Personal L3,Offer4,Agent,499.2,SUV,Medsize
8213,8708,California,8052.243508,No,Premium,College,2011-01-25,Employed,M,78617.0,Rural,Married,101,3,95,0,3,Corporate Auto,Corporate L1,Offer4,Web,233.169575,Four-Door Car,Medsize
8214,8709,California,4916.479717,No,Basic,Bachelor,2011-02-06,Unemployed,F,0.0,Suburban,Single,65,21,61,0,7,Personal Auto,Personal L3,Offer1,Agent,312.0,Two-Door Car,Large
8215,8710,California,5386.969384,No,Basic,High School or Below,2011-02-21,Employed,M,93893.0,Rural,Married,67,16,70,0,8,Personal Auto,Personal L2,Offer3,Agent,98.66095,Four-Door Car,Medsize
8216,8711,California,3508.905811,No,Extended,Bachelor,2011-01-23,Employed,M,23629.0,Suburban,Married,88,15,81,0,1,Personal Auto,Personal L1,Offer3,Agent,633.6,Four-Door Car,Small
8217,8712,California,6511.103163,No,Extended,Bachelor,2011-02-23,Unemployed,M,0.0,Suburban,Single,91,24,28,0,8,Corporate Auto,Corporate L3,Offer3,Branch,655.404481,Two-Door Car,Medsize
8218,8713,California,4335.676738,No,Basic,High School or Below,2011-01-19,Employed,M,30574.0,Urban,Single,114,19,10,1,1,Corporate Auto,Corporate L2,Offer3,Web,396.105473,Sports Car,Medsize
8219,8714,California,3673.525732,No,Extended,Bachelor,2011-01-31,Employed,F,69555.0,Urban,Single,92,16,59,0,1,Personal Auto,Personal L2,Offer1,Agent,255.277041,Four-Door Car,Medsize
8220,8715,California,7426.462927,No,Extended,Bachelor,2011-01-17,Medical Leave,M,19634.0,Suburban,Married,98,29,89,0,6,Corporate Auto,Corporate L3,Offer1,Branch,470.4,Two-Door Car,Small
8221,8716,California,2640.488905,No,Basic,Bachelor,2011-02-21,Disabled,M,15776.0,Suburban,Married,69,20,59,0,1,Personal Auto,Personal L2,Offer2,Call Center,337.596914,Two-Door Car,Medsize
8222,8717,California,4889.765364,No,Basic,Bachelor,2011-02-07,Employed,F,46819.0,Urban,Divorced,62,15,0,0,5,Personal Auto,Personal L2,Offer1,Agent,157.990123,Four-Door Car,Large
8223,8718,California,10537.40467,No,Basic,Master,2011-01-15,Employed,F,47950.0,Urban,Married,65,27,14,0,2,Personal Auto,Personal L3,Offer3,Call Center,301.867895,Four-Door Car,Large
8224,8719,California,6385.617852,No,Basic,High School or Below,2011-02-02,Unemployed,F,0.0,Suburban,Single,63,16,35,1,2,Personal Auto,Personal L3,Offer1,Agent,302.4,Two-Door Car,Medsize
8225,8720,California,4564.512659,No,Basic,Master,2011-01-06,Medical Leave,F,12626.0,Suburban,Single,69,31,15,4,3,Personal Auto,Personal L2,Offer4,Branch,331.2,Four-Door Car,Small
